received_at,sequence,millis,gain,integration_time,pwm_percent,pwm_raw,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-21T20:33:42.952656+00:00,600,428689,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:43.672359+00:00,601,429404,128x,300ms,25,64,0,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:33:44.391922+00:00,602,430118,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:45.113105+00:00,603,430833,128x,300ms,25,64,0,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:33:45.833719+00:00,604,431547,128x,300ms,25,64,0,21,180,135,375,145,44,22,15,9,514
2026-09-21T20:33:46.544404+00:00,605,432263,128x,300ms,25,64,0,21,180,135,375,145,44,22,15,9,514
2026-09-21T20:33:47.264181+00:00,606,432977,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:33:47.985705+00:00,607,433691,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:33:48.705199+00:00,608,434405,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:33:49.424015+00:00,609,435119,128x,300ms,25,64,1,21,181,135,375,145,43,21,15,9,513
2026-09-21T20:33:50.144218+00:00,610,435832,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:50.856305+00:00,611,436547,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,513
2026-09-21T20:33:51.576163+00:00,612,437262,128x,300ms,25,64,0,21,180,135,375,145,44,22,15,9,513
2026-09-21T20:33:52.296741+00:00,613,437977,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:53.016741+00:00,614,438691,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:53.737156+00:00,615,439406,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:54.456279+00:00,616,440121,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:55.168674+00:00,617,440835,128x,300ms,25,64,1,21,180,135,375,145,44,21,15,9,513
2026-09-21T20:33:55.888747+00:00,618,441548,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:56.607961+00:00,619,442264,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:33:57.327998+00:00,620,442978,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:58.048735+00:00,621,443692,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:33:58.768945+00:00,622,444406,128x,300ms,25,64,0,21,181,135,375,145,44,21,15,8,513
2026-09-21T20:33:59.488186+00:00,623,445121,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,513
2026-09-21T20:34:00.200679+00:00,624,445836,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:00.920286+00:00,625,446551,128x,300ms,25,64,0,21,180,135,375,145,44,22,15,9,513
2026-09-21T20:34:01.640430+00:00,626,447265,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:34:02.360172+00:00,627,447979,128x,300ms,25,64,1,21,180,135,375,145,44,22,15,9,513
2026-09-21T20:34:03.081639+00:00,628,448693,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:03.800269+00:00,629,449406,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:04.512751+00:00,630,450120,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,513
2026-09-21T20:34:05.233779+00:00,631,450835,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:05.952719+00:00,632,451550,128x,300ms,25,64,0,21,180,135,374,145,44,21,15,9,513
2026-09-21T20:34:06.671781+00:00,633,452263,128x,300ms,25,64,0,21,180,135,375,145,44,22,15,9,513
2026-09-21T20:34:07.392150+00:00,634,452979,128x,300ms,25,64,0,21,181,135,375,146,44,22,15,9,513
2026-09-21T20:34:08.111930+00:00,635,453694,128x,300ms,25,64,0,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:34:08.823900+00:00,636,454409,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:09.544702+00:00,637,455122,128x,300ms,25,64,1,21,181,135,375,145,43,21,15,9,514
2026-09-21T20:34:10.265475+00:00,638,455836,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:34:10.984046+00:00,639,456550,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:34:11.703814+00:00,640,457264,128x,300ms,25,64,1,21,180,135,375,145,44,22,15,9,514
2026-09-21T20:34:12.424680+00:00,641,457978,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:13.144612+00:00,642,458693,128x,300ms,25,64,0,22,180,135,375,145,44,22,15,9,513
2026-09-21T20:34:13.864253+00:00,643,459408,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,514
2026-09-21T20:34:14.576149+00:00,644,460123,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:15.296589+00:00,645,460837,128x,300ms,25,64,0,21,180,135,375,145,44,21,15,9,513
2026-09-21T20:34:16.015863+00:00,646,461552,128x,300ms,25,64,1,21,181,135,375,146,44,21,15,9,513
2026-09-21T20:34:16.737319+00:00,647,462266,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:17.448475+00:00,648,462980,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:18.168754+00:00,649,463693,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:18.888220+00:00,650,464408,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:19.608416+00:00,651,465122,128x,300ms,25,64,0,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:34:20.329074+00:00,652,465837,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,513
2026-09-21T20:34:21.047951+00:00,653,466551,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:21.768315+00:00,654,467266,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:22.479814+00:00,655,467981,128x,300ms,25,64,0,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:34:23.200407+00:00,656,468696,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:34:23.920485+00:00,657,469409,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:34:24.640681+00:00,658,470123,128x,300ms,25,64,1,21,181,135,375,146,43,21,15,9,514
2026-09-21T20:34:25.359930+00:00,659,470837,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:26.080066+00:00,660,471550,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:26.791917+00:00,661,472264,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:27.512502+00:00,662,472979,128x,300ms,25,64,0,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:34:28.232511+00:00,663,473694,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:28.952664+00:00,664,474408,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:29.672124+00:00,665,475123,128x,300ms,25,64,0,21,181,135,376,146,44,22,15,9,513
2026-09-21T20:34:30.384184+00:00,666,475838,128x,300ms,25,64,1,22,181,135,375,145,44,21,15,9,514
2026-09-21T20:34:31.103978+00:00,667,476552,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:34:31.824396+00:00,668,477265,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:34:32.544668+00:00,669,477979,128x,300ms,25,64,1,21,181,135,376,146,44,21,15,9,514
2026-09-21T20:34:33.263960+00:00,670,478693,128x,300ms,25,64,1,21,181,135,376,145,43,22,15,9,514
2026-09-21T20:34:33.983935+00:00,671,479408,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:34.704201+00:00,672,480121,128x,300ms,25,64,0,21,181,135,375,146,43,21,15,9,514
2026-09-21T20:34:35.416487+00:00,673,480836,128x,300ms,25,64,0,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:34:36.135920+00:00,674,481551,128x,300ms,25,64,0,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:34:36.856083+00:00,675,482266,128x,300ms,25,64,0,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:34:37.576537+00:00,676,482980,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:38.295724+00:00,677,483694,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:39.008127+00:00,678,484408,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:39.728355+00:00,679,485122,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,515
2026-09-21T20:34:40.447702+00:00,680,485836,128x,300ms,25,64,1,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:34:41.168578+00:00,681,486550,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:41.887796+00:00,682,487265,128x,300ms,25,64,0,21,181,135,376,145,43,22,15,9,514
2026-09-21T20:34:42.608585+00:00,683,487980,128x,300ms,25,64,0,21,181,135,375,146,43,22,15,9,514
2026-09-21T20:34:43.319995+00:00,684,488693,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:44.040171+00:00,685,489408,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:44.760764+00:00,686,490123,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:45.479724+00:00,687,490836,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:46.199974+00:00,688,491551,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:34:46.912078+00:00,689,492265,128x,300ms,25,64,1,21,181,135,376,146,44,22,15,9,514
2026-09-21T20:34:47.632837+00:00,690,492979,128x,300ms,25,64,1,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:34:48.351795+00:00,691,493692,128x,300ms,25,64,0,21,181,135,375,146,44,22,15,9,513
2026-09-21T20:34:49.071991+00:00,692,494407,128x,300ms,25,64,0,21,181,135,375,146,43,22,15,9,513
2026-09-21T20:34:49.791796+00:00,693,495122,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:50.511787+00:00,694,495837,128x,300ms,25,64,0,21,181,135,375,145,43,21,15,9,514
2026-09-21T20:34:51.231831+00:00,695,496551,128x,300ms,25,64,0,21,181,135,376,145,44,21,15,8,514
2026-09-21T20:34:51.944620+00:00,696,497266,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:34:52.663771+00:00,697,497980,128x,300ms,25,64,1,21,181,135,375,146,44,21,15,9,514
2026-09-21T20:34:53.383922+00:00,698,498694,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:54.104958+00:00,699,499407,128x,300ms,25,64,1,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:34:54.825472+00:00,700,500121,128x,300ms,25,64,1,21,181,135,376,145,43,22,15,9,514
2026-09-21T20:34:55.545913+00:00,701,500836,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:34:56.255916+00:00,702,501551,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,8,514
2026-09-21T20:34:56.976436+00:00,703,502265,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,515
2026-09-21T20:34:57.695814+00:00,704,502979,128x,300ms,25,64,0,21,181,135,376,146,44,22,15,9,514
2026-09-21T20:34:58.415931+00:00,705,503694,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:34:59.135766+00:00,706,504409,128x,300ms,25,64,1,22,181,135,375,146,44,22,15,9,514
2026-09-21T20:34:59.847710+00:00,707,505122,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:35:00.567616+00:00,708,505836,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:35:01.288878+00:00,709,506551,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:35:02.008077+00:00,710,507265,128x,300ms,25,64,1,21,181,135,376,145,43,22,15,9,513
2026-09-21T20:35:02.728748+00:00,711,507978,128x,300ms,25,64,0,21,181,135,375,145,43,21,15,9,513
2026-09-21T20:35:03.447796+00:00,712,508693,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:04.161390+00:00,713,509408,128x,300ms,25,64,0,21,181,135,375,146,43,22,15,9,514
2026-09-21T20:35:04.880759+00:00,714,510123,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:05.600123+00:00,715,510837,128x,300ms,25,64,0,22,180,135,375,145,44,22,15,9,514
2026-09-21T20:35:06.320139+00:00,716,511552,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:07.039712+00:00,717,512266,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:07.760215+00:00,718,512980,128x,300ms,25,64,1,21,181,135,376,145,43,22,15,9,514
2026-09-21T20:35:08.472322+00:00,719,513694,128x,300ms,25,64,1,21,181,135,376,145,44,22,15,9,513
2026-09-21T20:35:09.192646+00:00,720,514408,128x,300ms,25,64,1,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:35:09.912556+00:00,721,515122,128x,300ms,25,64,0,21,181,135,375,146,44,21,15,9,514
2026-09-21T20:35:10.632032+00:00,722,515836,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:35:11.351579+00:00,723,516551,128x,300ms,25,64,0,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:35:12.072467+00:00,724,517266,128x,300ms,25,64,0,21,181,135,375,145,44,21,15,9,514
2026-09-21T20:35:12.792229+00:00,725,517981,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:13.504169+00:00,726,518695,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:35:14.223932+00:00,727,519409,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:14.944011+00:00,728,520123,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:15.663691+00:00,729,520837,128x,300ms,25,64,1,21,181,135,375,145,43,22,15,9,514
2026-09-21T20:35:16.383983+00:00,730,521551,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:17.104732+00:00,731,522265,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:17.816044+00:00,732,522980,128x,300ms,25,64,0,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:35:18.536579+00:00,733,523694,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,513
2026-09-21T20:35:19.255698+00:00,734,524409,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:19.975952+00:00,735,525123,128x,300ms,25,64,0,21,181,135,376,145,43,22,15,9,514
2026-09-21T20:35:20.696497+00:00,736,525838,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:35:21.407606+00:00,737,526552,128x,300ms,25,64,1,21,181,135,375,145,43,22,15,9,514
2026-09-21T20:35:22.127606+00:00,738,527266,128x,300ms,25,64,1,21,181,135,376,145,44,22,15,9,514
2026-09-21T20:35:22.848381+00:00,739,527980,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:35:23.569431+00:00,740,528694,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:24.287669+00:00,741,529408,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,513
2026-09-21T20:35:25.007770+00:00,742,530122,128x,300ms,25,64,0,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:35:25.727894+00:00,743,530837,128x,300ms,25,64,0,21,181,135,375,145,43,22,15,9,514
2026-09-21T20:35:26.440483+00:00,744,531552,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,513
2026-09-21T20:35:27.159654+00:00,745,532267,128x,300ms,25,64,0,21,181,135,376,146,44,22,15,9,513
2026-09-21T20:35:27.880552+00:00,746,532981,128x,300ms,25,64,1,22,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:28.599787+00:00,747,533695,128x,300ms,25,64,1,21,181,135,375,146,44,22,15,9,514
2026-09-21T20:35:29.320843+00:00,748,534409,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:30.031803+00:00,749,535122,128x,300ms,25,64,1,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:30.752760+00:00,750,535837,128x,300ms,25,64,1,21,181,135,375,145,44,21,15,9,513
2026-09-21T20:35:31.472459+00:00,751,536551,128x,300ms,25,64,0,21,181,135,375,145,44,22,15,9,514
2026-09-21T20:35:32.192678+00:00,752,537266,128x,300ms,25,64,0,22,180,138,386,152,48,23,16,9,529
2026-09-21T20:35:32.903661+00:00,753,537980,128x,300ms,25,64,0,21,180,138,388,137,44,24,19,9,631
2026-09-21T20:35:33.624062+00:00,754,538695,128x,300ms,25,64,0,0,24,8,8,6,0,0,0,0,25
2026-09-21T20:35:34.335660+00:00,755,539406,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:35.056007+00:00,756,540116,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:35.768093+00:00,757,540828,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:36.487662+00:00,758,541540,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:37.200962+00:00,759,542251,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:37.911758+00:00,760,542962,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:38.631962+00:00,761,543673,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:39.343753+00:00,762,544385,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:40.056193+00:00,763,545094,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:40.775841+00:00,764,545805,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:41.487646+00:00,765,546515,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:42.207525+00:00,766,547226,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:42.920183+00:00,767,547938,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:43.640461+00:00,768,548649,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:44.352246+00:00,769,549360,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:45.064716+00:00,770,550072,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:45.784335+00:00,771,550784,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:46.496672+00:00,772,551494,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:47.207654+00:00,773,552204,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:47.928158+00:00,774,552915,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:48.640578+00:00,775,553625,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:49.360410+00:00,776,554337,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:50.071895+00:00,777,555047,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:50.791652+00:00,778,555759,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:51.503548+00:00,779,556470,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:52.223583+00:00,780,557181,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:52.935615+00:00,781,557893,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:53.647693+00:00,782,558604,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:54.368126+00:00,783,559314,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:55.080647+00:00,784,560025,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:55.799576+00:00,785,560736,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:35:56.512459+00:00,786,561446,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:57.223532+00:00,787,562157,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:57.943771+00:00,788,562869,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:58.656415+00:00,789,563579,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:35:59.376643+00:00,790,564291,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:00.087605+00:00,791,565003,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:00.801423+00:00,792,565713,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:01.520851+00:00,793,566424,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:02.231804+00:00,794,567135,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:02.952494+00:00,795,567845,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:03.663750+00:00,796,568556,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:04.385115+00:00,797,569267,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:05.096557+00:00,798,569978,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:05.807884+00:00,799,570689,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:06.527668+00:00,800,571401,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:07.240231+00:00,801,572112,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:07.951785+00:00,802,572823,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:08.671910+00:00,803,573533,128x,300ms,25,64,0,0,16,6,6,7,2,0,0,0,27
2026-09-21T20:36:09.384340+00:00,804,574243,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:10.104494+00:00,805,574954,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:10.816461+00:00,806,575665,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:11.536256+00:00,807,576376,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:12.248451+00:00,808,577088,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:12.960020+00:00,809,577799,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:13.679813+00:00,810,578510,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:14.391868+00:00,811,579221,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:15.112207+00:00,812,579932,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:15.823654+00:00,813,580642,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:16.536185+00:00,814,581353,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:17.255803+00:00,815,582064,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:17.967884+00:00,816,582774,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:18.687598+00:00,817,583486,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:19.399649+00:00,818,584197,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:20.120484+00:00,819,584908,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:20.831693+00:00,820,585620,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:21.544792+00:00,821,586331,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:22.264706+00:00,822,587041,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:22.977353+00:00,823,587752,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:23.695654+00:00,824,588463,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:24.407709+00:00,825,589173,128x,300ms,25,64,0,0,16,5,6,7,1,0,0,0,27
2026-09-21T20:36:25.120626+00:00,826,589884,128x,300ms,25,64,1,0,16,5,6,7,1,0,0,0,27
2026-09-21T20:36:25.839777+00:00,827,590595,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:26.551615+00:00,828,591306,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:27.272042+00:00,829,592018,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:27.984155+00:00,830,592729,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:28.696637+00:00,831,593440,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:29.415650+00:00,832,594151,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:30.127654+00:00,833,594862,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:30.848452+00:00,834,595572,128x,300ms,25,64,0,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:31.560546+00:00,835,596283,128x,300ms,25,64,0,0,16,6,6,7,2,0,0,0,27
2026-09-21T20:36:32.272400+00:00,836,596994,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:32.992215+00:00,837,597704,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,27
2026-09-21T20:36:33.704337+00:00,838,598416,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
2026-09-21T20:36:34.423651+00:00,839,599127,128x,300ms,25,64,1,0,16,5,6,7,2,0,0,0,26
