received_at,sequence,millis,gain,integration_time,pwm_percent,pwm_raw,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-15T20:49:46.264237+00:00,1292,806510,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:46.778696+00:00,1293,807030,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:49:47.305741+00:00,1294,807550,128x,200ms,25,64,1,44,332,296,1025,369,119,61,43,28,1034
2026-09-15T20:49:47.828376+00:00,1295,808071,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:49:48.347589+00:00,1296,808591,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:49:48.864452+00:00,1297,809112,128x,200ms,25,64,0,44,333,296,1026,369,118,61,43,28,1035
2026-09-15T20:49:49.386293+00:00,1298,809633,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:49.904066+00:00,1299,810153,128x,200ms,25,64,0,44,332,295,1026,369,119,61,43,28,1034
2026-09-15T20:49:50.426816+00:00,1300,810675,128x,200ms,25,64,0,44,333,296,1026,369,118,61,43,28,1034
2026-09-15T20:49:50.937291+00:00,1301,811196,128x,200ms,25,64,1,44,332,296,1026,369,118,61,43,28,1034
2026-09-15T20:49:51.458910+00:00,1302,811715,128x,200ms,25,64,1,44,332,296,1026,369,118,61,43,28,1034
2026-09-15T20:49:51.986266+00:00,1303,812235,128x,200ms,25,64,1,43,333,296,1026,369,118,61,43,28,1034
2026-09-15T20:49:52.499758+00:00,1304,812755,128x,200ms,25,64,1,44,333,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:53.025885+00:00,1305,813276,128x,200ms,25,64,1,44,333,296,1026,369,119,61,43,28,1033
2026-09-15T20:49:53.546584+00:00,1306,813796,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1033
2026-09-15T20:49:54.065859+00:00,1307,814316,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:54.586167+00:00,1308,814836,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:55.107263+00:00,1309,815357,128x,200ms,25,64,0,43,332,296,1026,369,118,61,43,28,1035
2026-09-15T20:49:55.628148+00:00,1310,815879,128x,200ms,25,64,0,43,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:56.146163+00:00,1311,816400,128x,200ms,25,64,0,43,333,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:56.666552+00:00,1312,816920,128x,200ms,25,64,0,44,333,296,1026,369,118,61,43,28,1034
2026-09-15T20:49:57.187687+00:00,1313,817441,128x,200ms,25,64,1,44,333,296,1026,369,119,61,43,28,1035
2026-09-15T20:49:57.705953+00:00,1314,817961,128x,200ms,25,64,1,44,333,296,1026,369,119,61,43,28,1035
2026-09-15T20:49:58.226858+00:00,1315,818482,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:49:58.746837+00:00,1316,819001,128x,200ms,25,64,1,43,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:49:59.266835+00:00,1317,819521,128x,200ms,25,64,1,44,332,296,1026,369,118,61,43,28,1035
2026-09-15T20:49:59.785791+00:00,1318,820041,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:00.306622+00:00,1319,820561,128x,200ms,25,64,0,44,332,296,1026,369,118,61,43,28,1035
2026-09-15T20:50:00.833943+00:00,1320,821083,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:01.354098+00:00,1321,821604,128x,200ms,25,64,0,43,333,296,1026,369,118,61,43,28,1034
2026-09-15T20:50:01.874327+00:00,1322,822124,128x,200ms,25,64,0,44,332,296,1026,369,118,61,43,28,1034
2026-09-15T20:50:02.394183+00:00,1323,822645,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1033
2026-09-15T20:50:02.914553+00:00,1324,823165,128x,200ms,25,64,0,44,332,296,1026,368,118,61,43,28,1033
2026-09-15T20:50:03.434375+00:00,1325,823687,128x,200ms,25,64,1,43,333,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:03.946113+00:00,1326,824207,128x,200ms,25,64,1,43,332,296,1025,369,119,61,43,28,1034
2026-09-15T20:50:04.466429+00:00,1327,824727,128x,200ms,25,64,1,44,332,296,1025,369,119,61,43,28,1035
2026-09-15T20:50:04.986222+00:00,1328,825247,128x,200ms,25,64,1,44,332,296,1026,369,118,61,43,28,1034
2026-09-15T20:50:05.506427+00:00,1329,825767,128x,200ms,25,64,1,43,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:06.026199+00:00,1330,826287,128x,200ms,25,64,1,43,333,296,1026,369,118,61,43,28,1033
2026-09-15T20:50:06.546394+00:00,1331,826807,128x,200ms,25,64,0,43,333,296,1027,369,118,61,43,28,1034
2026-09-15T20:50:07.074500+00:00,1332,827328,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:07.594737+00:00,1333,827848,128x,200ms,25,64,0,43,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:08.113699+00:00,1334,828369,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:08.633773+00:00,1335,828891,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:09.153684+00:00,1336,829411,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:09.673928+00:00,1337,829932,128x,200ms,25,64,1,43,333,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:10.194199+00:00,1338,830452,128x,200ms,25,64,1,44,333,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:10.714686+00:00,1339,830972,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:11.233656+00:00,1340,831494,128x,200ms,25,64,1,43,333,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:11.753600+00:00,1341,832014,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:12.273868+00:00,1342,832534,128x,200ms,25,64,1,43,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:12.794614+00:00,1343,833054,128x,200ms,25,64,0,43,333,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:13.313936+00:00,1344,833574,128x,200ms,25,64,0,43,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:13.833767+00:00,1345,834096,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:14.354323+00:00,1346,834617,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:14.873756+00:00,1347,835137,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:15.394490+00:00,1348,835658,128x,200ms,25,64,0,43,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:15.914375+00:00,1349,836178,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:16.433967+00:00,1350,836699,128x,200ms,25,64,1,43,333,296,1027,369,118,61,43,28,1034
2026-09-15T20:50:16.953573+00:00,1351,837219,128x,200ms,25,64,1,43,332,296,1026,369,118,61,43,28,1034
2026-09-15T20:50:17.474636+00:00,1352,837739,128x,200ms,25,64,1,43,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:17.993713+00:00,1353,838259,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:18.522311+00:00,1354,838779,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:19.034249+00:00,1355,839300,128x,200ms,25,64,0,43,333,296,1026,369,119,61,43,28,1034
2026-09-15T20:50:19.561809+00:00,1356,839820,128x,200ms,25,64,0,43,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:20.081541+00:00,1357,840341,128x,200ms,25,64,0,44,333,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:20.602514+00:00,1358,840861,128x,200ms,25,64,0,44,332,296,1026,369,118,61,43,28,1035
2026-09-15T20:50:21.122996+00:00,1359,841382,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:21.642081+00:00,1360,841904,128x,200ms,25,64,0,43,333,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:22.161778+00:00,1361,842424,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:22.682878+00:00,1362,842944,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:23.201977+00:00,1363,843464,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:23.722804+00:00,1364,843984,128x,200ms,25,64,1,44,333,296,1027,369,118,61,43,28,1034
2026-09-15T20:50:24.242877+00:00,1365,844505,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:24.762398+00:00,1366,845025,128x,200ms,25,64,1,43,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:25.282576+00:00,1367,845545,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:25.801905+00:00,1368,846065,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:26.321614+00:00,1369,846586,128x,200ms,25,64,0,43,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:26.841321+00:00,1370,847107,128x,200ms,25,64,0,44,333,296,1027,369,118,61,43,28,1034
2026-09-15T20:50:27.362305+00:00,1371,847628,128x,200ms,25,64,0,43,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:27.881738+00:00,1372,848148,128x,200ms,25,64,0,44,332,296,1027,368,119,61,43,28,1035
2026-09-15T20:50:28.401829+00:00,1373,848669,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:28.921917+00:00,1374,849189,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1036
2026-09-15T20:50:29.442583+00:00,1375,849710,128x,200ms,25,64,1,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:29.961331+00:00,1376,850229,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:30.482082+00:00,1377,850750,128x,200ms,25,64,1,44,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:31.001483+00:00,1378,851269,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:31.522042+00:00,1379,851789,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:32.041431+00:00,1380,852311,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:32.561807+00:00,1381,852831,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:33.081297+00:00,1382,853352,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:33.601920+00:00,1383,853872,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:34.121797+00:00,1384,854393,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:34.641343+00:00,1385,854914,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:35.162788+00:00,1386,855434,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:35.681919+00:00,1387,855954,128x,200ms,25,64,1,44,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:36.201632+00:00,1388,856474,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:36.721720+00:00,1389,856994,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:37.249525+00:00,1390,857515,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:37.769817+00:00,1391,858035,128x,200ms,25,64,0,44,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:38.289592+00:00,1392,858555,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:38.809490+00:00,1393,859076,128x,200ms,25,64,0,44,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:39.329307+00:00,1394,859596,128x,200ms,25,64,0,43,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:39.849727+00:00,1395,860118,128x,200ms,25,64,0,44,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:40.369707+00:00,1396,860638,128x,200ms,25,64,0,44,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:40.889873+00:00,1397,861159,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:41.410070+00:00,1398,861679,128x,200ms,25,64,1,43,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:41.930043+00:00,1399,862199,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:42.449817+00:00,1400,862720,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:42.969166+00:00,1401,863240,128x,200ms,25,64,1,43,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:43.489656+00:00,1402,863760,128x,200ms,25,64,1,43,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:44.009258+00:00,1403,864280,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:44.529525+00:00,1404,864800,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:45.049623+00:00,1405,865321,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1036
2026-09-15T20:50:45.569113+00:00,1406,865842,128x,200ms,25,64,0,44,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:46.089208+00:00,1407,866363,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:46.609713+00:00,1408,866883,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:47.129617+00:00,1409,867404,128x,200ms,25,64,1,43,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:50:47.649117+00:00,1410,867924,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:48.169265+00:00,1411,868445,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:48.689426+00:00,1412,868965,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:49.209528+00:00,1413,869485,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:49.729849+00:00,1414,870004,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:50.249302+00:00,1415,870524,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:50:50.769468+00:00,1416,871046,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:51.289239+00:00,1417,871567,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:51.810617+00:00,1418,872087,128x,200ms,25,64,0,43,332,296,1026,369,119,61,43,28,1035
2026-09-15T20:50:52.331000+00:00,1419,872608,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:52.849468+00:00,1420,873128,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:53.370014+00:00,1421,873650,128x,200ms,25,64,1,43,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:50:53.890135+00:00,1422,874170,128x,200ms,25,64,1,44,333,296,1028,369,118,61,43,28,1035
2026-09-15T20:50:54.409071+00:00,1423,874690,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1034
2026-09-15T20:50:54.930082+00:00,1424,875209,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:55.460419+00:00,1425,875729,128x,200ms,25,64,1,43,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:50:55.969549+00:00,1426,876250,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1036
2026-09-15T20:50:56.497290+00:00,1427,876770,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:57.017182+00:00,1428,877291,128x,200ms,25,64,0,43,332,296,1027,369,119,61,43,28,1034
2026-09-15T20:50:57.537076+00:00,1429,877811,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:50:58.057492+00:00,1430,878332,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:50:58.577131+00:00,1431,878853,128x,200ms,25,64,0,44,332,296,1027,369,118,61,43,28,1036
2026-09-15T20:50:59.097158+00:00,1432,879374,128x,200ms,25,64,0,43,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:50:59.617070+00:00,1433,879895,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:00.137366+00:00,1434,880414,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:00.657490+00:00,1435,880934,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:01.177701+00:00,1436,881455,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:01.697011+00:00,1437,881975,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:02.217997+00:00,1438,882495,128x,200ms,25,64,1,44,333,296,1027,369,119,61,43,28,1036
2026-09-15T20:51:02.736836+00:00,1439,883015,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:03.256945+00:00,1440,883536,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:03.777006+00:00,1441,884057,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:04.297200+00:00,1442,884578,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:04.816983+00:00,1443,885098,128x,200ms,25,64,0,43,332,296,1027,369,118,61,43,28,1035
2026-09-15T20:51:05.337224+00:00,1444,885619,128x,200ms,25,64,0,44,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:51:05.857535+00:00,1445,886139,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:06.378625+00:00,1446,886660,128x,200ms,25,64,1,44,332,296,1028,369,118,61,43,28,1036
2026-09-15T20:51:06.896906+00:00,1447,887180,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:07.417437+00:00,1448,887700,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1036
2026-09-15T20:51:07.936891+00:00,1449,888220,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:08.457139+00:00,1450,888740,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:08.977367+00:00,1451,889261,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:09.497627+00:00,1452,889781,128x,200ms,25,64,0,43,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:10.017597+00:00,1453,890302,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1034
2026-09-15T20:51:10.537373+00:00,1454,890823,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:11.058850+00:00,1455,891343,128x,200ms,25,64,0,44,332,296,1027,369,118,61,43,28,1036
2026-09-15T20:51:11.577245+00:00,1456,891865,128x,200ms,25,64,0,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:12.098175+00:00,1457,892385,128x,200ms,25,64,1,44,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:12.616771+00:00,1458,892905,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:13.137237+00:00,1459,893425,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:13.656817+00:00,1460,893945,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1034
2026-09-15T20:51:14.185092+00:00,1461,894466,128x,200ms,25,64,1,43,332,296,1027,369,119,61,43,28,1035
2026-09-15T20:51:14.705048+00:00,1462,894986,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:15.224794+00:00,1463,895506,128x,200ms,25,64,0,43,332,296,1028,369,119,61,43,28,1034
2026-09-15T20:51:15.738108+00:00,1464,896026,128x,200ms,25,64,0,44,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:51:16.265847+00:00,1465,896547,128x,200ms,25,64,0,44,333,296,1027,369,119,61,43,28,1036
2026-09-15T20:51:16.784841+00:00,1466,897068,128x,200ms,25,64,0,44,332,296,1027,369,119,61,43,28,1036
2026-09-15T20:51:17.305457+00:00,1467,897589,128x,200ms,25,64,0,43,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:17.824851+00:00,1468,898109,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:18.345940+00:00,1469,898630,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:18.864700+00:00,1470,899150,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:19.385692+00:00,1471,899671,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:19.905633+00:00,1472,900191,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:20.426463+00:00,1473,900711,128x,200ms,25,64,1,43,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:20.945681+00:00,1474,901231,128x,200ms,25,64,1,44,333,296,1027,369,118,61,43,28,1035
2026-09-15T20:51:21.464762+00:00,1475,901751,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:21.985488+00:00,1476,902272,128x,200ms,25,64,0,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:22.504699+00:00,1477,902793,128x,200ms,25,64,0,44,333,296,1028,369,118,61,43,28,1035
2026-09-15T20:51:23.034022+00:00,1478,903314,128x,200ms,25,64,0,44,332,296,1028,369,118,61,43,28,1035
2026-09-15T20:51:23.552939+00:00,1479,903834,128x,200ms,25,64,0,44,332,296,1028,369,118,61,43,28,1036
2026-09-15T20:51:24.065429+00:00,1480,904355,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:24.584933+00:00,1481,904877,128x,200ms,25,64,1,44,332,296,1028,369,118,61,43,28,1036
2026-09-15T20:51:25.104655+00:00,1482,905397,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:25.624538+00:00,1483,905917,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:26.144744+00:00,1484,906436,128x,200ms,25,64,1,44,333,296,1028,369,118,61,43,28,1036
2026-09-15T20:51:26.664516+00:00,1485,906956,128x,200ms,25,64,1,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:27.184787+00:00,1486,907476,128x,200ms,25,64,1,43,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:27.704617+00:00,1487,907997,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:28.224808+00:00,1488,908518,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:28.753699+00:00,1489,909038,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:29.274353+00:00,1490,909559,128x,200ms,25,64,0,43,332,296,1028,370,119,61,43,28,1036
2026-09-15T20:51:29.792572+00:00,1491,910081,128x,200ms,25,64,0,43,332,296,1028,369,118,61,43,28,1035
2026-09-15T20:51:30.313108+00:00,1492,910601,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:30.825178+00:00,1493,911122,128x,200ms,25,64,1,43,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:31.345858+00:00,1494,911642,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:31.864570+00:00,1495,912162,128x,200ms,25,64,1,43,333,296,1028,370,119,61,43,28,1036
2026-09-15T20:51:32.385258+00:00,1496,912683,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:32.904615+00:00,1497,913203,128x,200ms,25,64,1,44,332,296,1028,369,118,61,43,28,1035
2026-09-15T20:51:33.425069+00:00,1498,913723,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:33.952883+00:00,1499,914243,128x,200ms,25,64,0,44,332,296,1028,369,118,61,43,28,1036
2026-09-15T20:51:34.472772+00:00,1500,914763,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:34.992545+00:00,1501,915284,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:35.512999+00:00,1502,915805,128x,200ms,25,64,0,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:36.032672+00:00,1503,916326,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:36.552541+00:00,1504,916847,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:37.072871+00:00,1505,917367,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:37.592811+00:00,1506,917888,128x,200ms,25,64,1,44,333,296,1028,370,119,61,43,28,1036
2026-09-15T20:51:38.113811+00:00,1507,918408,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:38.633456+00:00,1508,918928,128x,200ms,25,64,1,43,332,296,1028,370,119,61,43,28,1036
2026-09-15T20:51:39.154126+00:00,1509,919448,128x,200ms,25,64,1,44,332,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:39.673068+00:00,1510,919968,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:40.193125+00:00,1511,920488,128x,200ms,25,64,0,44,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:40.713534+00:00,1512,921009,128x,200ms,25,64,0,43,332,296,1028,370,119,61,43,28,1036
2026-09-15T20:51:41.232518+00:00,1513,921530,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:41.760865+00:00,1514,922051,128x,200ms,25,64,0,44,332,296,1029,369,119,61,43,28,1035
2026-09-15T20:51:42.281461+00:00,1515,922571,128x,200ms,25,64,0,44,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:42.800455+00:00,1516,923092,128x,200ms,25,64,0,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:43.320604+00:00,1517,923614,128x,200ms,25,64,1,43,333,296,1028,369,119,61,43,28,1035
2026-09-15T20:51:43.840454+00:00,1518,924133,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
2026-09-15T20:51:44.360687+00:00,1519,924653,128x,200ms,25,64,1,43,332,296,1028,369,119,61,43,28,1036
